officer_id,officer_complaint_percentile,officer_unit_id,officer_unit_description,officer_unit_name,supervisor_id,supervisor_complaint_percentile,supervisor_unit_id,supervisor_unit_description,supervisor_unit_name,allegation_id
17303,78.6105,8,District 007,007,13303,93.8405,27,Executive Officers Unit,026,61452
17343,60.0971,13,District 012,012,16617,93.7756,21,District 020,020,72950
17372,99.8013,21,District 020,020,27392,86.8366,40,Detail Unit,057,44390
17397,99.7172,23,District 022,022,1932,83.5772,16,District 015,015,42157
17399,74.5079,149,Narcotics Division,189,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
17413,78.5679,35,Airport Law Enforcement Section - North,050,29225,84.7503,208,Detective Area - Central,610,16745
17413,78.5679,35,Airport Law Enforcement Section - North,050,27392,86.8366,40,Detail Unit,057,118277
17413,78.5679,35,Airport Law Enforcement Section - North,050,10170,88.3077,10,District 009,009,160388
17435,26.0389,8,District 007,007,15619,28.0005,165,Troubled Building Unit,241,112540
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,50588
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,167758
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,121739
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,167120
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,70725
17465,35.0770,99,Special Events Unit,136,17465,35.0770,99,Special Events Unit,136,119194
17469,19.6333,55,Special Investigations Unit,079,3850,56.9371,192,Fop Detail,541,117607
17469,19.6333,55,Special Investigations Unit,079,29722,35.0770,18,District 017,017,117607
17469,19.6333,55,Special Investigations Unit,079,1932,83.5772,16,District 015,015,117607
17469,19.6333,55,Special Investigations Unit,079,29882,94.1194,107,Bureau Of Patrol,142,117607
17492,81.0634,16,District 015,015,3850,56.9371,192,Fop Detail,541,117607
17492,81.0634,16,District 015,015,29722,35.0770,18,District 017,017,117607
17492,81.0634,16,District 015,015,1932,83.5772,16,District 015,015,117607
17492,81.0634,16,District 015,015,29882,94.1194,107,Bureau Of Patrol,142,117607
17522,86.0306,4,District 003,003,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
17534,76.6405,142,Forensic Services Division,177,29722,35.0770,18,District 017,017,117607
17534,76.6405,142,Forensic Services Division,177,1932,83.5772,16,District 015,015,117607
17534,76.6405,142,Forensic Services Division,177,29882,94.1194,107,Bureau Of Patrol,142,117607
17534,76.6405,142,Forensic Services Division,177,3850,56.9371,192,Fop Detail,541,117607
17542,82.0641,212,Detective Area - South,620,20913,94.9792,9,District 008,008,18640
17546,64.2686,178,Canine Unit,341,16617,93.7756,21,District 020,020,72950
17555,85.2547,35,Airport Law Enforcement Section - North,050,29225,84.7503,208,Detective Area - Central,610,154259
17555,85.2547,35,Airport Law Enforcement Section - North,050,29225,84.7503,208,Detective Area - Central,610,165208
17576,47.2852,21,District 020,020,27274,87.1232,204,Central Investigations Division,606,71429
17582,54.1554,19,District 018,018,6792,90.2105,19,District 018,018,64769
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,93786
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,75272
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,75742
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,84432
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,73497
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,87952
17613,99.5262,149,Narcotics Division,189,27415,97.3062,36,Airport Law Enforcement Section - South,051,92156
17640,75.3544,183,Gang Enforcement Division,393,15791,61.2052,175,Gang Enforcement - Area North,313,80323
17643,78.3716,225,Public Transportation Section,701,30710,81.6094,3,District 002,002,136033
17682,66.7916,6,District 005,005,30710,81.6094,3,District 002,002,154363
17726,34.8591,208,Detective Area - Central,610,13303,93.8405,27,Executive Officers Unit,026,157821
17772,56.9916,15,District 014,014,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
17778,75.9585,26,District 025,025,10170,88.3077,10,District 009,009,131600
17816,99.9187,9,District 008,008,7471,85.3043,215,Detective Area - North,630,126390
17816,99.9187,9,District 008,008,20913,94.9792,9,District 008,008,135023
17816,99.9187,9,District 008,008,20913,94.9792,9,District 008,008,148222
17816,99.9187,9,District 008,008,20913,94.9792,9,District 008,008,130322
17817,77.1393,6,District 005,005,1932,83.5772,16,District 015,015,117607
17817,77.1393,6,District 005,005,29722,35.0770,18,District 017,017,117607
17817,77.1393,6,District 005,005,3850,56.9371,192,Fop Detail,541,117607
17817,77.1393,6,District 005,005,29882,94.1194,107,Bureau Of Patrol,142,117607
17817,77.1393,6,District 005,005,32109,35.0770,155,Asset Forfeiture Investigation Section,196,120726
17830,96.9737,9,District 008,008,16617,93.7756,21,District 020,020,29815
17843,60.1735,13,District 012,012,14684,88.1395,225,Public Transportation Section,701,58746
17851,92.8612,15,District 014,014,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
17857,63.9272,151,Intelligence Section,191,25319,81.7202,5,District 004,004,133207
17873,64.0021,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,20041
17891,18.9562,80,Bureau Of Internal Affairs,121,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
17977,46.0932,6,District 005,005,25482,31.5884,87,Professional Counseling Division,128,118680
17997,47.8012,6,District 005,005,30710,81.6094,3,District 002,002,152599
18018,80.6443,5,District 004,004,29722,35.0770,18,District 017,017,117607
18018,80.6443,5,District 004,004,29882,94.1194,107,Bureau Of Patrol,142,117607
18018,80.6443,5,District 004,004,1932,83.5772,16,District 015,015,117607
18018,80.6443,5,District 004,004,3850,56.9371,192,Fop Detail,541,117607
18023,79.4161,215,Detective Area - North,630,6792,90.2105,19,District 018,018,118295
18042,96.6602,3,District 002,002,29882,94.1194,107,Bureau Of Patrol,142,117607
18042,96.6602,3,District 002,002,1932,83.5772,16,District 015,015,117607
18042,96.6602,3,District 002,002,29722,35.0770,18,District 017,017,117607
18042,96.6602,3,District 002,002,3850,56.9371,192,Fop Detail,541,117607
18063,57.1472,26,District 025,025,8780,57.9382,72,Legal Affairs Section,114,14137
18083,89.5762,23,District 022,022,13303,93.8405,27,Executive Officers Unit,026,61452
18083,89.5762,23,District 022,022,13303,93.8405,27,Executive Officers Unit,026,67556
18092,96.8133,174,Gang Enforcement - Area South,312,7471,85.3043,215,Detective Area - North,630,162105
18104,85.3043,19,District 018,018,30710,81.6094,3,District 002,002,154363
18111,91.3989,9,District 008,008,7471,85.3043,215,Detective Area - North,630,162105
18142,39.6019,225,Public Transportation Section,701,3850,56.9371,192,Fop Detail,541,117607
18142,39.6019,225,Public Transportation Section,701,29722,35.0770,18,District 017,017,117607
18142,39.6019,225,Public Transportation Section,701,29882,94.1194,107,Bureau Of Patrol,142,117607
18142,39.6019,225,Public Transportation Section,701,1932,83.5772,16,District 015,015,117607
18149,83.1972,4,District 003,003,1932,83.5772,16,District 015,015,117607
18149,83.1972,4,District 003,003,30710,81.6094,3,District 002,002,142857
18149,83.1972,4,District 003,003,29722,35.0770,18,District 017,017,117607
18149,83.1972,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,117607
18149,83.1972,4,District 003,003,3850,56.9371,192,Fop Detail,541,117607
18176,89.8323,174,Gang Enforcement - Area South,312,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,741
18176,89.8323,174,Gang Enforcement - Area South,312,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,1334
18176,89.8323,174,Gang Enforcement - Area South,312,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,176052
18180,93.8405,7,District 006,006,29882,94.1194,107,Bureau Of Patrol,142,159437
18210,31.9087,12,District 011,011,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
18266,97.5354,174,Gang Enforcement - Area South,312,6792,90.2105,19,District 018,018,64769
18268,58.7368,225,Public Transportation Section,701,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
18308,93.8464,6,District 005,005,12478,99.5529,188,Special Activities Section,441,111192
18341,89.6912,4,District 003,003,3850,56.9371,192,Fop Detail,541,117607
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,121337
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,120242
18341,89.6912,4,District 003,003,1932,83.5772,16,District 015,015,117607
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,118223
18341,89.6912,4,District 003,003,29722,35.0770,18,District 017,017,117607
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,125370
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,117439
18341,89.6912,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,117607
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,118688
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,117208
18341,89.6912,4,District 003,003,12479,97.8258,212,Detective Area - South,620,119250
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,59642
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,111905
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,120521
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,114269
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,168266
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,130191
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,124909
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,148724
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,169352
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,116167
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,126116
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,19557
18434,78.0635,142,Forensic Services Division,177,18434,78.0635,142,Forensic Services Division,177,70042
18447,32.6907,194,Detached Services - Miscellaneous Detail,543,17465,35.0770,99,Special Events Unit,136,121739
18453,98.2767,23,District 022,022,24996,88.8808,156,Bureau Of Patrol - Area Central,211,163576
18499,49.2366,212,Detective Area - South,620,12478,99.5529,188,Special Activities Section,441,129560
18537,73.6082,3,District 002,002,28348,57.3230,82,Human Resources Division,123,103063
18537,73.6082,3,District 002,002,14630,98.2805,6,District 005,005,103063
18540,69.7413,173,Gang Enforcement - Area Central,311,14630,98.2805,6,District 005,005,103063
18540,69.7413,173,Gang Enforcement - Area Central,311,28348,57.3230,82,Human Resources Division,123,103063
18592,82.5876,12,District 011,011,13701,42.1535,12,District 011,011,61424
18599,94.0927,23,District 022,022,13303,93.8405,27,Executive Officers Unit,026,67556
18611,86.5041,16,District 015,015,27274,87.1232,204,Central Investigations Division,606,89080
18663,65.2325,4,District 003,003,23492,94.2952,174,Gang Enforcement - Area South,312,95536
18676,35.0770,212,Detective Area - South,620,29722,35.0770,18,District 017,017,117607
18676,35.0770,212,Detective Area - South,620,1932,83.5772,16,District 015,015,117607
18676,35.0770,212,Detective Area - South,620,3850,56.9371,192,Fop Detail,541,117607
18676,35.0770,212,Detective Area - South,620,29882,94.1194,107,Bureau Of Patrol,142,117607
18694,69.6552,208,Detective Area - Central,610,25319,81.7202,5,District 004,004,153726
18694,69.6552,208,Detective Area - Central,610,25319,81.7202,5,District 004,004,139998
18698,75.3697,38,Mounted Unit,055,13303,93.8405,27,Executive Officers Unit,026,174844
18698,75.3697,38,Mounted Unit,055,13303,93.8405,27,Executive Officers Unit,026,171620
18738,73.2337,21,District 020,020,15995,56.9371,146,Youth Investigation Division,184,105944
18828,94.7079,7,District 006,006,12479,97.8258,212,Detective Area - South,620,61797
18896,97.9061,8,District 007,007,13303,93.8405,27,Executive Officers Unit,026,67556
18901,61.4889,152,Vice & Asset Forfeiture Division,192,29225,84.7503,208,Detective Area - Central,610,147155
18914,40.6748,23,District 022,022,7471,85.3043,215,Detective Area - North,630,162105
19039,82.1167,7,District 006,006,24995,59.5201,171,Forensic Services Evidence Technician Section,277,153426
19048,94.9906,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,180375
19060,69.1070,179,Special Weapons And Tactics (Swat) Unit,353,27415,97.3062,36,Airport Law Enforcement Section - South,051,130702
19060,69.1070,179,Special Weapons And Tactics (Swat) Unit,353,27415,97.3062,36,Airport Law Enforcement Section - South,051,132762
19097,42.4766,17,District 016,016,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
19163,95.6020,5,District 004,004,6792,90.2105,19,District 018,018,66262
19163,95.6020,5,District 004,004,6792,90.2105,19,District 018,018,64321
19163,95.6020,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,174844
19163,95.6020,5,District 004,004,6792,90.2105,19,District 018,018,58075
19163,95.6020,5,District 004,004,31984,90.1876,193,Detached Services - Goverment Security,542,66262
19175,56.7837,7,District 006,006,29882,94.1194,107,Bureau Of Patrol,142,114645
19220,95.9459,2,District 001,001,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,741
19220,95.9459,2,District 001,001,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,172016
19220,95.9459,2,District 001,001,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,5168
19221,89.4261,153,Gang Investigation Division,193,13273,95.8122,173,Gang Enforcement - Area Central,311,64812
19227,89.5571,12,District 011,011,15791,61.2052,175,Gang Enforcement - Area North,313,97717
19245,62.5463,6,District 005,005,23492,94.2952,174,Gang Enforcement - Area South,312,95536
19278,90.5161,6,District 005,005,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
19279,91.3470,4,District 003,003,29722,35.0770,18,District 017,017,117607
19279,91.3470,4,District 003,003,1932,83.5772,16,District 015,015,117607
19279,91.3470,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,117607
19279,91.3470,4,District 003,003,3850,56.9371,192,Fop Detail,541,117607
19302,79.9659,112,Traffic Section,145,15368,92.4497,13,District 012,012,117159
19325,76.2562,10,District 009,009,13303,93.8405,27,Executive Officers Unit,026,67556
19326,28.7516,206,Major Accident Investigation Unit,608,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,122806
